account,follower,following
cozy_curse,1,1
sadcrypto,1,0
twitch_studiousfool,1,1
jeysynn,1,1
troykenz,1,0
girl_gamer_18,1,0
japanzoncom,1,1
itsyoshh,1,1
glonavyfilipe,1,0
rtstreamer,1,1
rj_music,1,1
ssgtsams,1,0
justlaplatac,1,0
mandel870,1,0
eycefmobilegames,1,0
vxnsy,0,1
pleasantonhomes,1,1
detrucci,1,1
cherilyn_pullum_432,1,0
raven_god_gaming,1,1
bitclub_kach,1,0
gamvon,1,0
omega.xpressmg,1,0
keepitxen,1,0
realm_royale_masterclips,1,0
f0rtniteislit,1,1
landysgunnagetya,1,0
fn.tourneys,1,0
mixer.ezycramer,1,0
toxicsnip3ryt,1,0
kidwithglocks,1,0
twitchcomic,1,0
arredondonoah,1,0
shoock_gt.gaming,1,1
baruchagaming,1,1
__.dobraya.__005.__,1,0
frfortnite_actu_clips,1,0
ttv.godpandemic,1,0
sweet_baby_store___,1,0
infinityhellz,1,0
theauthenticlight,1,0
yovitaminyo,1,1
neekgaming,1,0
alsawas.alazizia,1,0
theshimmerr,1,1
borato_fortnite_gang,1,0
youplay4.cl,1,0
napalmstriker22,1,0
tru.theft.villians,1,0
maximussgaming,1,0
noworriesever,1,1
ixi_scep,1,0
nimazariniii,1,1
trenzyfanpage,1,0
thezazzz,1,1
gamersgaminggames,1,1
1inkz_,1,0
dogxsoldier,1,1
officialmackzmuic,1,1
toobrightgaming,1,1
coachtheresastanley,1,0
depressed_breadstick_,0,1
history4gamer,1,0
fortniteaccnfreefifa19utcoins,1,0
shunderz,1,1
el_magnifico1997,1,1
cdshop65,1,0
whyzdnd0728,1,1
ocartersmith14,1,0
rickdickmeme,1,1
jalenthegamingpredator_,1,1
cuboac,1,1
zkunk_tv,1,1
spray_viral_mrsiron,1,0
mksuedephoto,1,0
idknasty,1,1
spikebenway,1,1
phrenzie_,1,0
bubblenugget925,1,0
mermaid_skillz,1,1
kane_kingpin_chapman,1,1
maceyfbabyy.ttv,1,0
saytlarinhazirlanmasi,1,0
exxtremitytv,1,0
trivalleyrealestate,1,1
dat_way_gamer813,1,1
quippsclips,1,0
wrapsandbows,1,0
official_boss1459,1,0
bkg.tv,1,1
troninaalisa400,1,0
khalilah_chuah_657,1,0
meashkat_official,1,0
yourpleasantonhomes,1,0
vapxfr,1,0
we__tbh,1,1
h_mcdflcth_gch_,1,0
_clocked_it,1,0
shutuplates,1,1
the_c.lane.f,1,1
boost.followers.fast9,1,0
cod_j3r3mt0n,1,0
andysdesign0229,1,0
the_war_clan_5346,1,0
apple_fn.fortnite,1,0
jayteebabyfn,1,0
sportyscrewup,1,0
blackops.infinite,1,0
blankiest_boi,1,0
graphics_ally,1,0
crackdd_,1,0
slobbattv,1,0
akimbosintern,1,0
fredisstoned,1,0
zackobenson,1,1
its_zeee_,1,1
l1fetop1cs,1,0
zanegaming_,1,0
xlr_l3g3nd,1,0
kiingerxx,1,0
bubblymammal32,1,0
hzd_goliath,1,1
phen0menaltv,1,1
tomclancydied,1,1
cize_cmal24,1,0
c01s_official,1,0
arekayem,1,1
justpolottv,1,1
srmike679,1,0
fhlaresxbl,1,0
fayez.3tosh5,1,0
mercyfil,1,1
jiangshidoll,1,1
clade.bundle,1,0
danemo666,1,1
xwagermikex,1,1
spaceghostpurppfacts,1,1
dragonballl3,1,0
justcallmeswift,1,0
yasmine_cowell_692,1,0
dastardlygentlemen,1,1
ham_cam.ttv,1,1
therealsquishy,1,1
marvin_xrp,1,0
andrewroodt,1,1
stacked_fortnite_accounts12,1,0
tenthieves,1,1
rivera.btw,1,0
guccigaming21,1,1
modernwarfare101,1,0
momosguaido,1,0
suemayyeahh,1,0
gal_peterlin,1,1
ashley.gamer2018,1,0
9icetea,1,1
bo4clipsandnews,1,1
vodka_victory45,1,1
the_yung_h.mac,1,0
arenaysol.usa,1,0
offcentergaming,0,1
yow93tm3,1,0
striateabyss697,1,0
reddotzzgaming,1,1
sofyahandsock_mrsiron,1,0
fortnitebumbs,1,0
chrollor,1,1
meganprobst_compass,1,0
memes_with_rupert,1,0
captaingaming_pa,1,1
callofduty_b_o_4,1,0
nastynate254,1,1
h1phop_socialmedia,1,0
jussithefirst_youtube,1,1
hotrolin_febrianto_sidabutar,1,0
_brymann,1,1
phiri_jacobs,1,0
nick_elly_real,1,1
callsign_silky,1,0
skottbox,1,0
martyleet,1,1
jordan_todd,1,0
nasilemak_nanura,1,0
mood.editz__0,1,1
marelena448,1,1
knightninja465,1,0
crimson1590,1,0
donewiththis13,1,0
spectreninja99,1,1
killercompany11,1,1
acrozzz,1,0
greypaladinart,1,1
cjfals12345,1,1
k_ob_ie97,1,0
caarmeenglez,1,0
jibblyhemmings,1,0
sffs_whisky,1,0
clash_pgmta,1,0
analystaf,1,1
roosterkills13ttv,1,1
edgypopular,1,1
flizzyhussle,1,0
king_famg,1,1
scarlet_bedcover,1,0
triersmalas,1,1
zkqh1,0,1
ttv.litneyhouston,1,1
philcyri,1,1
kango_and_abigail,1,0
_rezvo_,1,1
beyvas0548,1,0
lyeslmmoddingl,1,0
fn.solo,1,0
ecstaticgames,1,0
dakingofmemes617,1,0
ig._kaneki,1,0
temperxtantrum,1,0
game_change3,1,0
nukedzombae,1,1
